OBJECTID,State Abbreviation,State FIPS Code,County FIPS Code,State and County FIPS Code,Tract FIPS Code,Block Group FIPS Code,FIPS Code,2022 Total Population,Persons per square mile,Area in square miles,2020 Total Population,2020 Population Density,Sum Development Site Land Area (sqft),Minimum Development Site Land Area (sqft),Maximum Development Site Land Area (sqft),Sum Existing Housing Units,Minimum Existing Housing Units,Maximum Existing Housing Units,Sum Existing Commercial Sqft,Minimum Existing Commercial Sqft,Maximum Existing Commercial Sqft,Sum Potential Housing Units (all residential development),Minimum Potential Housing Units (all residential development),Maximum Potential Housing Units (all residential development),Sum Potential Commercial Floor Area (all commercial development),Minimum Potential Commercial Floor Area (all commercial development),Maximum Potential Commercial Floor Area (all commercial development),Summarized Area in Square Miles,Count of Polygons,Area in Square Miles,Max Dwellings Per Sq Mi,Mean Max Comm FAR ,Current Comm Percent,Mean Max Dwelling Ratio,Current Dwellings Per Sq Mi,Count of Points
406,WA,53,33,53033,9600,3,530330096003,1481,9256.3,0.16,1461,9131.3,3041216.993,5.0941918,32160,756.66981,0,38,41941.21446,0,18894,1132.760536,0,69,348747,0,69162,0.1090934,491,0.16190093,7079.753353,0.114673501,0.013790931,1.50,0.667987439,0
407,WA,53,33,53033,9600,4,530330096004,1493,12441.7,0.12,1437,11975,1977595,1688,44424,649,0,36,54871,0,42840,1004,0,67,17250,0,17250,0.07093885,359,0.12403556,8366.666667,0.008722716,0.027746328,1.55,0.646414343,0
408,WA,53,33,53033,9701,1,530330097011,1424,10953.8,0.13,1413,10869.2,2216103.253,118.7448449,184596,857.7937462,0,39,68488.71903,0,33446,900.4061984,0,35,95983,0,22358,0.09252497,354,0.12665324,6926.201526,0.04331161,0.030905022,1.05,0.95267419,0
409,WA,53,33,53033,9701,2,530330097012,1630,6037,0.27,1617,5988.9,5360580.37,2.98440269,500667.4613,710.5218965,0,18,956,0,956,763.8959878,0,19.89598784,0,0,0,0.2093681,602,0.27492102,2829.244399,0,0.000178339,1.08,0.930129112,1
410,WA,53,33,53033,9701,3,530330097013,1466,10471.4,0.14,1458,10414.3,2010570.592,599,168302,786,0,28,96683.06967,0,60580,1118.205757,0,45,247545,0,37836,0.09676194,311,0.13840596,7987.18398,0.123121765,0.048087379,1.42,0.702911781,2
411,WA,53,33,53033,9701,4,530330097014,1475,8194.4,0.18,1467,8150,3414136.828,352.7050669,107157,621.1964726,0,27.38210632,22128,0,22128,521.1970685,0,10,0,0,0,0.13000918,519,0.17769712,2895.539269,0,0.006481287,0.84,1.191864863,0
412,WA,53,33,53033,9702,1,530330097021,1496,8800,0.17,1485,8735.3,3174844,1012,344651,598,0,83,133212,0,132295,643,0,62,0,0,0,0.11388544,488,0.17135131,3782.352941,0,0.041958597,1.08,0.930015552,0
413,WA,53,33,53033,9702,2,530330097022,1436,4951.7,0.29,1428,4924.1,6625417.257,37.01085252,1659418.486,654.5726094,0,40,39199,0,39199,828.4611978,0,64.94894189,0,0,0,0.23766223,577,0.29468762,2856.762751,0,0.005916458,1.27,0.790106539,2
414,WA,53,33,53033,9702,3,530330097023,1549,7376.2,0.21,1486,7076.2,3715126,920,177426,615,0,2,94294,0,94294,662,0,31,0,0,0,0.13326546,615,0.20627802,3152.380952,0,0.025381104,1.08,0.929003021,1
415,WA,53,33,53033,9702,4,530330097024,1523,8015.8,0.19,1512,7957.9,3413549.478,345,15894,570.0849184,0,14,0,0,0,580.1359765,0,17,0,0,0,0.12244747,559,0.1850162,3053.347245,0,0,1.02,0.982674651,1
416,WA,53,33,53033,9801,1,530330098011,1169,8350,0.14,975,6964.3,2789825,1671,526336,567,0,78,461668,0,197000,2471,0,488,1592643,0,488196,0.10007425,273,0.14434276,17650,0.570875593,0.165482781,4.36,0.229461756,3
417,WA,53,33,53033,9801,2,530330098012,1426,10185.7,0.14,1419,10135.7,2537377.951,2500,29859.95108,559,0,21,0,0,0,537.4634552,1,3,0,0,0,0.09101908,531,0.13670715,3839.02468,0,0,0.96,1.040070715,0
418,WA,53,33,53033,9801,3,530330098013,1455,13227.3,0.11,1452,13200,2047342,1215,44673,681,0,136,86126,0,28304,1106,1,119,571128,0,119421,0.07344002,403,0.10686042,10054.54545,0.278960721,0.042067227,1.62,0.615732369,3
419,WA,53,33,53033,9802,1,530330098021,1131,8700,0.13,1105,8500,2223155,1705,25196,454,0,20,29992,0,7000,923,1,118,431652,0,117791,0.07974709,398,0.12556587,7100,0.194161901,0.013490737,2.03,0.491874323,0
420,WA,53,33,53033,9802,2,530330098022,1268,9753.8,0.13,1188,9138.5,2233262,866,89081,726,0,80,312069,0,53476,2492,0,103,1601632,0,103419,0.08010903,357,0.12537447,19169.23077,0.717171563,0.139736851,3.43,0.291332263,0
421,WA,53,33,53033,9802,3,530330098023,1234,11218.2,0.11,1230,11181.8,1832816,1080,31050,554,0,29,128287,0,35864,796,0,75,192646,0,74515,0.06574544,323,0.10515343,7236.363636,0.105109296,0.069994478,1.44,0.695979899,4
422,WA,53,33,53033,9900,1,530330099001,1409,8806.3,0.16,1336,8350,2582506,125,106156,611,0,107,123964,0,98475,1216,0,103,760779,0,102927,0.09263775,439,0.16485703,7600,0.294589441,0.048001437,1.99,0.502467105,0
423,WA,53,33,53033,9900,2,530330099002,1639,4202.6,0.39,1595,4089.7,9556853.256,35.3782238,5720954.512,1055.160636,0,112,20610.63559,0,6408,3613.576664,0,732.4088973,195135,0,80976,0.34281356,201,0.39463569,9265.581191,0.020418332,0.002156634,3.42,0.291998962,0
424,WA,53,33,53033,9900,3,530330099003,1890,4609.8,0.41,1821,4441.5,9032858.862,45.56069573,1311464,858.1033375,0,36,401489,0,114550,1952.350473,0,134,999176.9165,0,227321,0.32401831,808,0.41102972,4761.830421,0.110615801,0.044447611,2.28,0.439523205,1
425,WA,53,33,53033,9900,4,530330099004,1524,970.7,1.57,1505,958.6,28712584.73,0,5208392.972,893,0,195,3035138.377,0,687100,3118.536428,0,622,20547400.13,0,3221313.826,1.07945661,550,1.56733151,1986.328935,0.715623491,0.105707598,3.49,0.286352275,5
426,WA,53,33,53033,10001,1,530330100011,1588,4071.8,0.39,1196,3066.7,8326445.423,85.32020903,4101984.103,728,0,194,342831.8564,0,64986,7144.991364,0,859,5530620,0,859344,0.29867847,453,0.386679,18320.49068,0.664223413,0.041173855,9.81,0.101889556,0
427,WA,53,33,53033,10001,2,530330100012,1604,4582.9,0.35,1613,4608.6,5623259.235,161,1463876,630,0,39,982332.6484,0,806273,3879.622504,0,2451,397077,0,45345,0.20171319,380,0.34635476,11084.63572,0.070613319,0.174690977,6.16,0.162386933,3
428,WA,53,33,53033,10001,3,530330100013,1985,11676.5,0.17,1717,10100,3186974.117,995,1166577.68,708,0,97,117782.4952,0,55188,2490.534438,0,195.9856662,383351,0,133868,0.11432011,155,0.16571786,14650.20257,0.120286826,0.036957468,3.52,0.284276334,0
429,WA,53,33,53033,10002,1,530330100021,1503,13663.6,0.11,1531,13918.2,1826129,1543,20437,668,0,26,30790,0,6479,1214,0,41,427560,0,40503,0.06550562,425,0.10620487,11036.36364,0.234134609,0.016860802,1.82,0.550247117,0
430,WA,53,33,53033,10002,2,530330100022,1559,14172.7,0.11,1541,14009.1,1803322,1601,141057,715,0,139,107508,0,21603,2888,0,291,1582273,0,290902,0.06468704,326,0.10978135,26254.54545,0.877421226,0.059616641,4.04,0.247576177,1
431,WA,53,33,53033,10002,3,530330100023,1916,12773.3,0.15,1789,11926.7,2558576,320,87215,922,0,112,105423,0,35036,2492,0,239,1324715,0,238718,0.0917788,531,0.15004448,16613.33333,0.517754798,0.041203779,2.70,0.369983949,0
432,WA,53,33,53033,10101,1,530330101011,1206,15075,0.08,1203,15037.5,1743896.238,83.9371585,162354.5044,554.4021299,0,208,310698.6153,0,87576,2790.418661,0,617.8227787,2133072.579,0,617488.5793,0.06255541,189,0.08157935,34880.23326,1.223164849,0.178163476,5.03,0.198680627,2
433,WA,53,33,53033,10101,2,530330101012,1711,19011.1,0.09,1707,18966.7,1866607,1981,161332,620,0,87,75124,0,40265,1847,0,298,439328,0,134880,0.06695724,164,0.09035649,20522.22222,0.235361809,0.040246286,2.98,0.33567948,0
434,WA,53,33,53033,10101,3,530330101013,1421,8881.3,0.16,1418,8862.5,3237108.066,38.68716264,413270,577.4122099,0,27,189231.1351,0,28425,3156.091591,0,959,2295569.421,0,921699,0.11611879,497,0.16458938,19725.57244,0.709142041,0.058456848,5.47,0.182951664,3
435,WA,53,33,53033,10102,1,530330101021,1442,4120,0.35,1441,4117.1,6254867.098,135.6623662,1383128,627,0,20,14680.35041,0,5146,960.1729419,0,226,133236,0,25870,0.22780486,602,0.35300271,2743.351262,0.021301172,0.002347028,1.53,0.653007362,1
436,WA,53,33,53033,10102,2,530330101022,1509,7545,0.2,1473,7365,4042119.796,606,343264,558,0,8,367046.8365,0,170222,4245.089336,0,1495,3614960,0,1494787,0.14601339,548,0.2041292,21225.44668,0.894322826,0.090805531,7.61,0.131445997,1
437,WA,53,33,53033,10102,3,530330101023,1550,22142.9,0.07,1468,20971.4,1254511,1932,74219,641,0,178,17184,0,9306,1239,1,347,773104,0,346974,0.04540335,212,0.06959162,17700,0.616259244,0.013697767,1.93,0.517352704,1
438,WA,53,33,53033,10200,1,530330102001,1598,6392,0.25,1583,6332,4883208.28,84.69462549,146418.5855,688,0,12,77220.61456,0,25001,877.0447208,0,29,173070,0,28834,0.17718398,666,0.25297667,3508.178883,0.035441863,0.0158135,1.27,0.784452587,0
439,WA,53,33,53033,10200,2,530330102002,1090,1981.8,0.55,1079,1961.8,11251937.23,760,6743528.839,422.6752498,0,18,36342.9041,0,29358.9041,901.5221598,0,462.5540129,0,0,0,0.5008413,421,0.55184878,1639.1312,0,0.003229924,2.13,0.468846212,1
440,WA,53,33,53033,10200,3,530330102003,1203,10025,0.12,1205,10041.7,2548428,1314,83085,454,0,36,74316,0,41720,670,0,55,40803,0,40611,0.09141446,424,0.12366463,5583.333333,0.016011047,0.029161507,1.48,0.67761194,0
441,WA,53,33,53033,10200,4,530330102004,1171,7806.7,0.15,1168,7786.7,2716683,511,19592,502,0,8,18656,0,9348,568,0,32,74369,0,31937,0.09745028,501,0.15018908,3786.666667,0.027374927,0.006867198,1.13,0.883802817,1
442,WA,53,33,53033,10301,1,530330103011,1234,8814.3,0.14,1221,8721.4,2821715,180,143382,494,0,23,166018,0,59331,1227,0,259,656034,0,182565,0.10121763,460,0.14152203,8764.285714,0.232494777,0.05883585,2.48,0.402607987,1
443,WA,53,33,53033,10301,2,530330103012,1317,9407.1,0.14,1251,8935.7,2844333,1029,535886,482,0,23,295112,0,168905,1216,0,105,518994,0,56718,0.10202853,399,0.14120853,8685.714286,0.182465977,0.103754378,2.52,0.396381579,2
444,WA,53,33,53033,10301,3,530330103013,1406,14060,0.1,1378,13780,2138493.976,435,266846,532.9967549,0,164,142815,0,53547,3197.996755,0,1067,1674234.922,0,739389,0.07670975,267,0.10442875,31979.96755,0.782903735,0.06678298,6.00,0.166665821,1
445,WA,53,33,53033,10302,1,530330103021,1440,20571.4,0.07,1395,19928.6,1314243,1381,203211,894,0,244,164183,-858,31243,2152,3,385,651468,0,270171,0.04714318,128,0.06527174,30742.85714,0.495698284,0.124925908,2.41,0.415427509,1
446,WA,53,33,53033,10302,2,530330103022,1281,16012.5,0.08,1188,14850,1727121,778,137031,587,0,124,140922,0,56806,2055,0,499,1288954,0,498261,0.06195356,225,0.08280505,25687.5,0.746302083,0.081593588,3.50,0.285644769,4
447,WA,53,33,53033,10302,3,530330103023,1327,13270,0.1,1184,11840,1846178,468,74675,922,0,243,198703,-3191,14834,2593,0,250,1768307,0,250833,0.06622417,264,0.0959859,25930,0.957820427,0.107629384,2.81,0.355572696,3
448,WA,53,33,53033,10401,1,530330104011,1269,7050,0.18,1236,6866.7,3524559,313,155183,434,0,19,14412,0,3850,1079,0,39,283078,0,38724,0.12642925,478,0.17980007,5994.444444,0.080315864,0.004089022,2.49,0.402224282,0
449,WA,53,33,53033,10401,2,530330104012,1722,6888,0.25,1718,6872,4928721.362,69,414257,608,0,22,70804,0,37132,1867.811274,0,135,714399,0,135280,0.17679733,602,0.24555521,7471.245096,0.144946112,0.014365592,3.07,0.325514686,1
450,WA,53,33,53033,10401,3,530330104013,1596,7980,0.2,1560,7800,4233151.638,211,221998.6383,511,0,14,112530,0,41262,2676.188726,0,450,1407654,0,449997,0.15197673,493,0.20393697,13380.94363,0.332530965,0.026583031,5.24,0.190943185,1
451,WA,53,33,53033,10402,1,530330104021,1493,6220.8,0.24,1457,6070.8,4377177.017,15,374323,503.0204686,0,26,509931.4069,0,249285,1029.835948,0,285,797230.7287,0,196537,0.15701278,468,0.2416888,4290.983115,0.182133536,0.11649778,2.05,0.488447184,2
452,WA,53,33,53033,10402,2,530330104022,1267,7038.9,0.18,1258,6988.9,3960528.172,31,522931.8834,450,0,2,12050,0,12050,657.0579232,0,85.87894639,82560,0,82560,0.14204761,466,0.18276588,3650.321796,0.020845705,0.003042523,1.46,0.684871126,0
453,WA,53,33,53033,10402,3,530330104023,997,9063.6,0.11,990,9000,2106129.436,6.52082745,102424,340.9795314,0,16,27012,0,23388,416.9795314,0.00129305,20,35731,0,19685,0.07582623,335,0.11242145,3790.723013,0.016965244,0.012825423,1.22,0.817736857,0
454,WA,53,33,53033,10402,4,530330104024,1398,9985.7,0.14,1392,9942.9,2570068.383,76,101889,469,0,25,57796,0,23854,622.0072181,0,58,65071,0,41270,0.09219055,434,0.13606141,4442.908701,0.025318782,0.022488118,1.33,0.754010543,0
455,WA,53,33,53033,10501,1,530330105011,2076,29657.1,0.07,1869,26700,1298273,1661,114686,1539,0,389,150915,0,70792,2636,1,608,1961934,0,607836,0.04657009,158,0.07057381,37657.14286,1.511187555,0.116242886,1.71,0.58383915,1
456,WA,53,33,53033,10501,2,530330105012,1540,11000,0.14,1524,10885.7,2809295,2596,379778,730,0,215,263416,0,217603,1352,1,669,0,0,0,0.10077179,365,0.13883626,9657.142857,0,0.093765874,1.85,0.539940828,0
457,WA,53,33,53033,10501,3,530330105013,1397,17462.5,0.08,1385,17312.5,1261948,1641,66198,959,0,216,406723,0,51835,3859,1,309,3587241,0,309476,0.04526722,152,0.07708642,48237.5,2.842621883,0.322297749,4.02,0.248509977,2
458,WA,53,33,53033,10502,1,530330105021,1293,10775,0.12,1247,10391.7,2166312,926,32216,679,0,58,180325,0,22180,2247,0,151,1831888,0,150610,0.07770807,354,0.11815486,18725,0.845625192,0.083240549,3.31,0.302180685,4
459,WA,53,33,53033,10502,2,530330105022,1221,8140,0.15,1197,7980,2809928,357,62482,505,0,22,50390,0,14786,1004,0,186,559714,0,185649,0.10079492,465,0.14595329,6693.333333,0.199191581,0.017932844,1.99,0.502988048,1
460,WA,53,33,53033,10502,3,530330105023,1303,18614.3,0.07,1301,18585.7,1414813,2014,38501,784,0,103,85552,0,8819,1823,1,110,1536908,0,109928,0.05075035,201,0.07371844,26042.85714,1.086297624,0.060468769,2.33,0.43006034,1
461,WA,53,33,53033,10502,4,530330105024,1682,42050,0.04,1549,38725,681468,2874,140064,1137,0,157,357215,0,146819,2592,3,615,2427799,0,615062,0.02444489,63,0.03897064,64800,3.562601619,0.524184555,2.28,0.438657407,3
462,WA,53,33,53033,10601,1,530330106011,1358,10446.2,0.13,1308,10061.5,2373680,1569,22506,663,0,29,21006,0,4179,865,1,24,0,0,0,0.08514601,380,0.1258962,6653.846154,0,0.00884955,1.30,0.766473988,1
463,WA,53,33,53033,10601,2,530330106012,1400,10769.2,0.13,1373,10561.5,2357254,1196,52206,734,0,75,114671,0,52088,1889,1,155,912295,0,154878,0.08455625,351,0.1263556,14530.76923,0.387015994,0.048646009,2.57,0.388565379,0
464,WA,53,33,53033,10601,3,530330106013,1413,8311.8,0.17,1393,8194.1,3307129,837,233496,694,0,71,50496,0,34341,1376,0,229,596606,0,228610,0.1186286,448,0.16829196,8094.117647,0.180399978,0.015268833,1.98,0.504360465,1
465,WA,53,33,53033,10602,1,530330106021,1440,8470.6,0.17,1411,8300,3312141,366,159761,737,0,33,75878,-1187,32807,1512,0,80,480699,0,79686,0.11880925,481,0.1743485,8894.117647,0.145132408,0.022909049,2.05,0.487433862,2
466,WA,53,33,53033,10602,2,530330106022,1382,4765.5,0.29,1360,4689.7,5245629.793,0,128629,537.2943477,0,2,0,0,0,521.86863,0,10,0,0,0,0.2363539,641,0.28883091,1799.547,0,0,0.97,1.029558622,1
467,WA,53,33,53033,10602,3,530330106023,1242,10350,0.12,1220,10166.7,2269211,2247,17999,629,0,38,56068,0,12120,845,1,36,215818,0,35971,0.08139811,384,0.1170848,7041.666667,0.095107066,0.024708147,1.34,0.744378698,0
468,WA,53,33,53033,10701,1,530330107011,1795,8975,0.2,1780,8900,4130174.622,1645,356324,742,0,75,153037.2013,0,94713,3691.315114,0,914,2405949,0,913872,0.14815236,285,0.19639947,18456.57557,0.582529607,0.037053446,4.97,0.20101237,0
469,WA,53,33,53033,10701,2,530330107012,1080,7200,0.15,1077,7180,3364586.086,1166,105307,448.8830804,0,105,56928,0,45900,1096.515674,0,145,408999,0,141876,0.1206903,308,0.15417831,7310.104494,0.121559975,0.016919763,2.44,0.409372243,0
470,WA,53,33,53033,10701,3,530330107013,1275,6071.4,0.21,1264,6019,4752077.749,111.4937548,914240,480.1169196,0,66,61424.63265,0,14417.7987,2364.627699,0,265,867339,0,59634,0.17045863,263,0.2135624,11260.1319,0.182517847,0.012925848,4.93,0.203041231,2
471,WA,53,33,53033,10702,1,530330107021,1190,9916.7,0.12,1187,9891.7,2226676.003,1150,173094,475,0,96,4.17762058,0,4.17762058,1011.044405,0,249,0,0,0,0.07987313,282,0.11574245,8425.370043,0,1.87617E-06,2.13,0.469811215,0
472,WA,53,33,53033,10702,2,530330107022,1934,24175,0.08,1933,24162.5,1520673.331,40.69995904,127722.1663,659.2548955,0,102,54383.61216,0,18785.61216,2515.374999,0.02999576,339,630537,0,338592,0.05454778,43,0.07964588,31442.18749,0.414643295,0.03576285,3.82,0.262090104,1
473,WA,53,33,53033,10702,3,530330107023,1486,13509.1,0.11,1416,12872.7,2233262.669,545,488728,758.7451045,0,156,145033.3878,0,48154,2311.625001,1,372,456144,0,117018,0.0801061,116,0.10581295,21014.77273,0.204250045,0.064942378,3.05,0.328230186,1
474,WA,53,33,53033,10800,1,530330108001,1536,1435.5,1.07,1529,1429,24574514.94,512,4090768.596,543.8966625,0,23,1465339.306,0,471234.9694,3874.029452,0,2527,5826579.987,0,3460085.658,0.92420145,611,1.06783658,3620.588273,0.237098474,0.059628412,7.12,0.140395593,1
475,WA,53,33,53033,10800,2,530330108002,1625,5416.7,0.3,1618,5393.3,6600340,31,603347,586,0,23,149869,0,115502,838,0,106,119403,0,65649,0.23675961,596,0.30214465,2793.333333,0.018090432,0.022706255,1.43,0.69928401,0
476,WA,53,33,53033,10800,3,530330108003,1970,8565.2,0.23,1916,8330.4,4801532.283,689.0268014,42340,748.8393644,0,8,29922.35284,0,14544,1127.920444,0,34,207198,0,34413,0.17272485,655,0.22944162,4904.001929,0.043152475,0.006231834,1.51,0.66391151,3
477,WA,53,33,53033,10900,1,530330109001,742,623.5,1.19,617,518.5,25992547.58,749,20472703.29,412,0,46,3708441.056,0,1758760.999,2935.741338,0,1919.741338,20643377.57,0,16607339.47,0.93738708,231,1.19293161,2467.009527,0.794203704,0.142673243,7.13,0.140339339,1
478,WA,53,33,53033,10900,2,530330109002,807,906.7,0.89,840,943.8,17735466.58,1.18906791,863415.4509,381,0,42,8205831.359,0,585655,3860.013965,0,166,16562477.26,0,627433.7602,0.64577502,627,0.88689871,4337.094343,0.933861942,0.462679193,10.13,0.098704306,8
479,WA,53,33,53033,11001,1,530330110011,1719,19100,0.09,1562,17355.6,1893062.49,331,250169.7754,477,0,41,20694.80147,0,7773,2646.992278,0,266.8680043,660884.4776,0,179655,0.06790576,202,0.09116426,29411.02531,0.349108643,0.010931917,5.55,0.18020453,0
480,WA,53,33,53033,11001,2,530330110012,1457,9106.3,0.16,1456,9100,3473421.445,460,175319,833,0,176,408340,0,92707,6546.972796,0,906,5185348,0,907309,0.12516887,292,0.16382263,40918.57998,1.492864624,0.117561317,7.86,0.127234376,2
481,WA,53,33,53033,11001,3,530330110013,1764,11025,0.16,1772,11075,3596044.414,795.4456563,594053.9688,501,0,80,43077,0,38399,3515.121083,0,633.7056378,33574,0,21077,0.12899237,246,0.16214706,21969.50677,0.00933637,0.011978996,7.02,0.142527096,2
482,WA,53,33,53033,11002,1,530330110021,1404,3265.1,0.43,1400,3255.8,6351710.416,58,469214.0454,429,0,2,278971,0,66588,564.1845209,0,82,2786099.49,0,435680.3671,0.2280644,488,0.42532948,1312.057025,0.438637675,0.043920611,1.32,0.760389525,0
483,WA,53,33,53033,11002,2,530330110022,1606,13383.3,0.12,1590,13250,2315049.365,551,93892.36468,428,0,17,6499,0,3752,1198.038116,0,94,103440,0,31932,0.08304248,356,0.12426166,9983.650967,0.044681553,0.002807284,2.80,0.357250737,0
484,WA,53,33,53033,11002,3,530330110023,1745,15863.6,0.11,1600,14545.5,2269141,480,416657,328,0,42,34087,0,19269,2071,0,168,144494,0,99509,0.08164613,194,0.11435034,18827.27273,0.063677841,0.015021984,6.31,0.158377595,1
485,WA,53,33,53033,11101,1,530330111011,2021,18372.7,0.11,1880,17090.9,2333667,146,170143,870,0,359,183804,0,67592,2634,0,451,1698293,0,450939,0.0837101,250,0.11090236,23945.45455,0.727735791,0.07876188,3.03,0.330296128,1
486,WA,53,33,53033,11101,2,530330111012,1110,18500,0.06,814,13566.7,1117033,2027,171905,657,0,351,44051,0,20755,1458,1,425,769803,0,425113,0.04006871,99,0.05620987,24300,0.689149739,0.039435719,2.22,0.450617284,1
487,WA,53,33,53033,11101,3,530330111013,1566,13050,0.12,1524,12700,2593277.39,475,35587,514.5569457,0,28,9541.198532,0,4499,1202.899723,0,54,319143.5224,0,54498,0.0930227,398,0.12236589,10024.16436,0.12306571,0.003679205,2.34,0.427763791,0
488,WA,53,33,53033,11101,4,530330111014,1656,11040,0.15,1529,10193.3,2874677,1898,46054,545,0,66,101578,0,26037,1622,0,138,756465,0,138150,0.10311679,451,0.14944905,10813.33333,0.263147825,0.035335448,2.98,0.336004932,0
489,WA,53,33,53033,11102,1,530330111021,1385,5540,0.25,1367,5468,5405407.406,215,256490.3473,442.6635525,0,4,126879.0202,0,97455.02017,668.9602993,0,138.9635088,0,0,0,0.21516605,477,0.25025278,2675.841197,0,0.02347261,1.51,0.661718719,1
490,WA,53,33,53033,11102,2,530330111022,1271,11554.5,0.11,1207,10972.7,2512462,308,196626,488,0,60,119142,0,60800,1082,0,138,413604,0,138243,0.09044928,281,0.11020417,9836.363636,0.164620997,0.047420419,2.22,0.451016636,0
491,WA,53,33,53033,11102,3,530330111023,867,17340,0.05,802,16040,981685,2127,60986,323,0,62,12297,0,3792,747,1,88,207051,0,79146,0.03521381,123,0.04567328,14940,0.210913888,0.012526421,2.31,0.432396252,0
492,WA,53,33,53033,11102,4,530330111024,1283,12830,0.1,1276,12760,2107392.444,371,88354,449.5437315,0,61,45988,0,14889,1434.543732,0,259,936897,0,258555,0.07559495,272,0.09703598,14345.43732,0.444576426,0.021822229,3.19,0.313370531,1
493,WA,53,33,53033,11200,1,530330112001,1467,3578,0.41,1426,3478,7987071.328,165,856269,549.9618921,0,27,931961.7042,0,195000,2123.891998,0,282.9046936,3788449.483,0,560558,0.28650029,514,0.41283029,5180.224385,0.474322731,0.116683784,3.86,0.258940611,4
494,WA,53,33,53033,11200,2,530330112002,1274,3538.9,0.36,1252,3477.8,6561761.747,80,241898,461,0,19,1584557.331,-1010,98024,1141,0,120,3571969.227,0,157250,0.23635007,500,0.36100893,3169.444444,0.544361311,0.241483521,2.48,0.404031551,3
495,WA,53,33,53033,11200,3,530330112003,1122,5905.3,0.19,1058,5568.4,3701924.598,135,832031.0378,461,0,25,536409.6074,0,206896.4701,2971,0,407,2866217.07,0,665102.6153,0.13278996,348,0.18509538,15636.84211,0.774250527,0.144900198,6.44,0.155166611,2
496,WA,53,33,53033,11300,1,530330113001,2126,2592.7,0.82,2107,2569.5,17003752.27,1196,4932879,1088.486973,0,421.486973,608449.7021,0,149085,2543.329172,0,702.1653804,2962391.904,0,701915.6798,0.60993479,513,0.81669617,3101.620941,0.174219893,0.035783261,2.34,0.42797723,1
497,WA,53,33,53033,11300,2,530330113002,1243,8286.7,0.15,1213,8086.7,2932371,219,77608,438,0,10,68912,0,23706,1127,0,160,418568,0,160311,0.10518616,396,0.14787611,7513.333333,0.142740465,0.023500437,2.57,0.388642413,0
498,WA,53,33,53033,11300,3,530330113003,1008,9163.6,0.11,995,9045.5,2053596,2438,64197,426,0,15,61131,0,41777,646,1,96,32738,0,32738,0.07366344,339,0.10695775,5872.727273,0.015941792,0.029767783,1.52,0.659442724,0
499,WA,53,33,53033,11300,4,530330113004,1149,7660,0.15,1134,7560,3040029,480,276634,433,0,16,70666,0,51600,584,0,54,54305,0,35117,0.10904787,427,0.15262462,3893.333333,0.017863316,0.023245173,1.35,0.741438356,1
500,WA,53,33,53033,11300,5,530330113005,1168,10618.2,0.11,1151,10463.6,2140168,636,16476,501,0,23,1526,0,1526,567,0,15,39585,0,9446,0.0767694,397,0.11234873,5154.545455,0.018496212,0.000713028,1.13,0.883597884,0
501,WA,53,33,53033,11401,1,530330114011,1361,9721.4,0.14,1358,9700,3107348,2688,759990,616,0,190,366196,0,362508,959,0,240,0,0,0,0.11146221,177,0.14158038,6850,0,0.117848403,1.56,0.642335766,0
502,WA,53,33,53033,11401,2,530330114012,1352,9657.1,0.14,1331,9507.1,3038377,1236,1314426,619,0,104,40743,0,37727,1140,0,177,0,0,0,0.10898795,186,0.14126143,8142.857143,0,0.013409462,1.84,0.542982456,0
503,WA,53,33,53033,11401,3,530330114013,1615,8500,0.19,1537,8089.5,3734796,1218,67517,614,0,8,2400,0,2400,852,0,55,101119,0,54813,0.13396938,586,0.19328016,4484.210526,0.027074839,0.000642605,1.39,0.720657277,0
504,WA,53,33,53033,11402,1,530330114021,1248,7341.2,0.17,1194,7023.5,3439179,3676,1198522,665,0,66,453798,0,406024,7479,1,5509,6389822,0,5508599,0.12336397,271,0.16727589,43994.11765,1.857949819,0.131949515,11.25,0.08891563,0
505,WA,53,33,53033,11402,2,530330114022,1617,13475,0.12,1493,12441.7,2273607.813,239,50136,739.9504192,0,33,200999.2423,0,34380,2727.450593,0,46,1013544,0,46101,0.08155547,329,0.12391963,22728.75494,0.445786645,0.088405415,3.69,0.27129746,3
506,WA,53,33,53033,11402,3,530330114023,1526,8976.5,0.17,1512,8894.1,3530929,4576,587105,778,0,130,75161,0,51422,2127,1,413,181336,0,58470,0.12665609,396,0.16681671,12511.76471,0.051356456,0.021286466,2.73,0.36577339,1
507,WA,53,33,53033,11500,1,530330115001,1377,6557.1,0.21,1372,6533.3,4163895,2451,276561,602,0,3,44324,0,44324,677,1,52,0,0,0,0.14936126,591,0.21390173,3223.809524,0,0.010644841,1.12,0.889217134,0
508,WA,53,33,53033,11500,2,530330115002,1573,7490.5,0.21,1540,7333.3,3940339,481,21609,746,0,44,56270,0,16039,1093,0,65,503802,0,64827,0.14134221,604,0.20545918,5204.761905,0.127857527,0.014280497,1.47,0.68252516,1
509,WA,53,33,53033,11500,3,530330115003,1572,9247.1,0.17,1540,9058.8,3324632,617,60918,724,0,71,130564,0,42536,1405,0,90,854834,0,89859,0.11925673,564,0.17461899,8264.705882,0.25712139,0.039271715,1.94,0.515302491,0
510,WA,53,33,53033,11601,1,530330116011,1932,6662.1,0.29,1918,6613.8,6054054.658,139,67509,818.1060166,0,19,0,0,0,878.1060166,0,11,0,0,0,0.21716444,833,0.29300012,3027.951781,0,0,1.07,0.931671121,0
